Country,Code,Year,Size of Govt,Law & Prop.Rights,Sound Money,Export trade freedom,Regulations,polity,anarchy,transition,occupation,democ,autoc,xrreg,xrcomp,xropen,xconst,parreg,parcomp,exrec,exconst,polcomp,prev Govt size,prev Law,prev Money,prev Export trade,prev Regulations,prev polity,prev democ,prev autoc,prev GDP,Population total,Use of IMF credit (current USD) per capita,foreign net aid in USD per capita,Industry value added (percent of GDP),Research and development expenditure (percent of GDP),Start-up procedures to register a business (number),Inflation in consumer prices (annual percent),Lead time to import median case in days,Logistics performance index,Lead time to export median case in days,Income share held by highest ten percent,Cereal yield kg per hectare,Total debt service as percent of exports of goods services and primary income,Military expenditure percent of central government expenditure,Lending interest rate percent,Employment to population ratio total percent,Agriculture percent of GDP,Tax revenue percent of GDP,High-technology exports percent of manufactured exports,Urban population (% of total),Energy use kg of oil equivalent per capita,Life expectancy at birth total in years,GDP per person employed constant 1990 PPP,Birth rate per 1000 people,Population growth annual percent,Time required to start a business in days,Employment in agriculture (percent of total employment),GDP growth percent,GDP per capita in USD,Net secondary education enrollment,Gross tertiary education enrollment percent,EU member,Informal payments to public officials (percent of firms),CPIA Public sector management quality,Fuel exports (% of merchandise exports),, Random seed
France,FRA,1975,4.630000,4.860000,6.260000,6.960000,6.610000,8.000000,0.000000,0.000000,0.000000,8.000000,0.000000,3.000000,3.000000,4.000000,5.000000,5.000000,5.000000,8.000000,5.000000,10.000000,5.450000,7.410000,7.040000,7.110000,5.950000,8.000000,8.000000,0.000000,2862.469268,54252574.000000,0.000000,0.000000,31.681655,,,11.685929,,,,,3696.619000,,,10.000000,,5.404459,,,72.926000,3040.628745,72.853659,,15.000000,0.684625,,,6.310451,6672.511388,,23.678780,1.000000,,,2.732889,,0.489658
France,FRA,1980,4.220000,6.830000,6.400000,6.780000,6.420000,8.000000,0.000000,0.000000,0.000000,8.000000,0.000000,3.000000,3.000000,4.000000,5.000000,5.000000,5.000000,8.000000,5.000000,10.000000,4.630000,4.860000,6.260000,6.960000,6.610000,8.000000,8.000000,0.000000,6672.511388,55340782.000000,0.000000,0.000000,30.700496,,,13.539112,,,,,4854.154000,,,12.541667,,4.061010,,,73.282000,3465.260917,74.051220,35874.000000,14.000000,0.380530,,8.400000,3.978806,12712.601400,76.630210,25.145740,1.000000,,,4.045688,,0.676022
France,FRA,1985,3.130000,7.250000,6.690000,6.770000,6.320000,8.000000,0.000000,0.000000,0.000000,8.000000,0.000000,3.000000,3.000000,4.000000,5.000000,5.000000,5.000000,8.000000,5.000000,10.000000,4.220000,6.830000,6.400000,6.780000,6.420000,8.000000,8.000000,0.000000,12712.601400,56795686.000000,0.000000,0.000000,28.382582,,,5.831099,,,,,5742.768000,,,11.091667,,3.758088,,,73.650000,3588.714432,75.300000,38964.000000,14.200000,0.573723,,7.100000,1.256296,9775.339435,78.811230,28.737960,1.000000,,,3.848527,,0.898060
France,FRA,1990,3.530000,7.730000,9.690000,7.820000,6.420000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,3.000000,3.000000,4.000000,6.000000,5.000000,5.000000,8.000000,6.000000,10.000000,3.130000,7.250000,6.690000,6.770000,6.320000,8.000000,8.000000,0.000000,9775.339435,58512808.000000,0.000000,0.000000,26.910512,,,3.380057,,,,,6082.612000,,,10.570833,,3.504143,,16.684538,74.056000,3828.327227,76.600000,43369.000000,13.400000,0.565758,,5.600000,4.733872,21795.237830,82.417490,36.259130,1.000000,,,2.360026,,0.692033
France,FRA,1995,3.220000,7.490000,9.830000,8.300000,6.030000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,3.000000,3.000000,4.000000,6.000000,5.000000,5.000000,8.000000,6.000000,10.000000,3.530000,7.730000,9.690000,7.820000,6.420000,9.000000,9.000000,0.000000,21795.237830,59541900.000000,0.000000,0.000000,24.516536,,,1.778116,,,,,6457.757000,,6.441683,8.116667,48.700001,2.734023,18.321718,19.184828,74.912000,3981.329266,77.751220,46196.000000,12.800000,0.361248,,4.900000,-0.612653,27037.972130,98.533450,49.302200,1.000000,,,2.394994,,0.994650
France,FRA,2000,3.560000,8.090000,9.590000,9.020000,7.310000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,3.000000,3.000000,4.000000,6.000000,5.000000,5.000000,8.000000,6.000000,10.000000,3.220000,7.490000,9.830000,8.300000,6.030000,9.000000,9.000000,0.000000,27037.972130,60912498.000000,0.000000,0.000000,23.341127,2.083990,,1.699411,,,,,7239.652000,,5.718577,6.700000,49.700001,2.343107,22.476155,24.603311,75.871000,4136.648114,79.056098,49194.000000,13.300000,0.684931,,4.000000,3.556136,22465.641840,90.675713,56.896870,1.000000,,,2.817342,,0.080003
France,FRA,2001,3.840000,7.120000,9.630000,8.700000,6.560000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,3.000000,3.000000,4.000000,6.000000,5.000000,5.000000,8.000000,6.000000,10.000000,3.560000,8.090000,9.590000,9.020000,7.310000,9.000000,9.000000,0.000000,22465.641840,61357431.000000,0.000000,0.000000,22.909572,2.129140,,1.630258,,,,,6739.129000,,5.540252,6.975000,50.200001,2.344789,22.248902,23.487930,76.127000,4246.518323,79.158537,49451.000000,13.100000,0.727791,,4.000000,3.407099,22527.317750,90.629318,55.852619,1.000000,,,2.584053,,0.603806
France,FRA,2002,3.960000,7.290000,9.610000,8.860000,7.030000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,3.000000,3.000000,4.000000,6.000000,5.000000,5.000000,8.000000,6.000000,10.000000,3.840000,7.120000,9.630000,8.700000,6.560000,9.000000,9.000000,0.000000,22527.317750,61805267.000000,0.000000,0.000000,22.555475,2.165720,,1.916907,,,,,7468.259000,,5.447253,6.600000,50.299999,2.234436,21.735803,21.476939,76.380000,4225.729726,79.260976,49767.000000,12.900000,0.727230,,4.000000,3.875162,24275.242600,91.574852,53.704350,1.000000,,,2.455657,,0.168569
France,FRA,2003,3.940000,7.050000,9.590000,8.760000,7.200000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,3.000000,3.000000,4.000000,6.000000,5.000000,5.000000,8.000000,6.000000,10.000000,3.960000,7.290000,9.610000,8.860000,7.030000,9.000000,9.000000,0.000000,24275.242600,62244884.000000,0.000000,0.000000,22.065290,2.111170,8.000000,2.109074,,,,,6133.934000,,5.527913,6.600000,51.099998,2.055818,21.462248,19.720537,76.632000,4271.259852,79.114634,50173.000000,12.800000,0.708776,41.000000,4.100000,1.954449,29691.181580,92.185226,54.189899,1.000000,,,2.638721,,0.144334
France,FRA,2004,4.060000,7.120000,9.610000,8.590000,7.500000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,3.000000,3.000000,4.000000,6.000000,5.000000,5.000000,8.000000,6.000000,10.000000,3.940000,7.050000,9.590000,8.760000,7.200000,9.000000,9.000000,0.000000,29691.181580,62704897.000000,0.000000,0.000000,21.845214,2.086360,5.000000,2.134875,,,,24.530000,7538.175000,,5.619619,6.600000,50.599998,2.029061,21.552234,19.755547,76.883000,4302.119721,80.163415,51504.000000,12.800000,0.736320,7.000000,3.800000,1.118457,33874.742550,92.286774,54.013271,1.000000,,,2.856503,,0.814864
France,FRA,2005,4.110000,7.190000,9.580000,8.220000,7.470000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,3.000000,3.000000,4.000000,6.000000,5.000000,5.000000,8.000000,6.000000,10.000000,4.060000,7.120000,9.610000,8.590000,7.500000,9.000000,9.000000,0.000000,33874.742550,63179356.000000,0.000000,0.000000,21.505767,2.044470,5.000000,1.735587,,,,23.960000,6981.262000,,5.375936,,50.900002,1.872929,21.733396,20.265580,77.130000,4283.802893,80.163415,51971.000000,12.800000,0.753806,7.000000,3.600000,0.819532,34879.726330,95.748177,53.915051,1.000000,,,4.097126,,0.426092
France,FRA,2006,4.110000,7.500000,9.510000,8.180000,7.260000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,3.000000,3.000000,4.000000,6.000000,5.000000,5.000000,8.000000,6.000000,10.000000,4.110000,7.190000,9.580000,8.220000,7.470000,9.000000,9.000000,0.000000,34879.726330,63621376.000000,0.000000,0.000000,21.251702,2.045280,5.000000,1.683726,,,,23.560000,6831.884000,,5.331873,,50.900002,1.697960,21.862581,21.462423,77.377000,4193.221300,80.812195,52628.000000,13.100000,0.697191,7.000000,3.600000,2.786424,36544.508530,95.523277,53.848400,1.000000,,,4.294184,,0.327116
France,FRA,2007,4.980000,7.600000,9.580000,8.210000,7.190000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,3.000000,3.000000,4.000000,6.000000,5.000000,5.000000,8.000000,6.000000,10.000000,4.110000,7.500000,9.510000,8.180000,7.260000,9.000000,9.000000,0.000000,36544.508530,64016229.000000,0.000000,0.000000,21.062776,2.020030,5.000000,1.488074,4.500000,3.760000,3.200000,26.290000,6551.444000,,5.250210,,51.400002,1.800299,21.224470,18.478046,77.621000,4116.761236,81.112195,53124.000000,12.800000,0.618711,7.000000,3.400000,1.607714,41600.583970,95.614731,53.297642,1.000000,,,3.824605,,0.840008
France,FRA,2008,4.930000,7.340000,9.540000,8.120000,7.200000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,3.000000,3.000000,4.000000,6.000000,5.000000,5.000000,8.000000,6.000000,10.000000,4.980000,7.600000,9.580000,8.210000,7.190000,9.000000,9.000000,0.000000,41600.583970,64374990.000000,0.000000,0.000000,20.675286,2.057590,5.000000,2.813915,,,,26.700000,7288.320000,,5.174800,,51.799999,1.686713,20.986397,19.970451,77.864000,4113.462713,81.214634,52981.000000,12.900000,0.558857,6.500000,2.700000,2.374947,45413.065710,95.772163,53.185928,1.000000,,,5.054913,,0.008748
France,FRA,2009,4.720000,7.470000,9.660000,8.150000,7.070000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,3.000000,3.000000,4.000000,6.000000,5.000000,5.000000,8.000000,6.000000,10.000000,4.930000,7.340000,9.540000,8.120000,7.200000,9.000000,9.000000,0.000000,45413.065710,64707044.000000,0.000000,0.000000,20.043167,2.209100,5.000000,0.088084,,,,,7455.486000,,5.299450,,51.099998,1.464522,19.302461,22.640705,78.106000,3916.837756,81.414634,52014.000000,12.800000,0.514486,6.500000,2.900000,2.361499,41631.131410,95.742599,53.764198,1.000000,,,3.571241,,0.025015
France,FRA,2010,4.660000,7.430000,9.670000,8.090000,7.050000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,3.000000,3.000000,4.000000,6.000000,5.000000,5.000000,8.000000,6.000000,10.000000,4.720000,7.470000,9.660000,8.150000,7.070000,9.000000,9.000000,0.000000,41631.131410,65027512.000000,0.000000,0.000000,19.601917,2.175090,5.000000,1.529639,,3.840000,,27.150000,6722.093000,,4.837168,,50.900002,1.781917,20.675803,24.915279,78.345000,4016.115671,81.663415,53005.000000,12.900000,0.494037,6.500000,2.900000,0.195295,40705.766230,95.636772,56.063438,1.000000,,,3.658869,,0.420465
France,FRA,2011,4.440000,7.260000,9.630000,7.990000,7.120000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,3.000000,3.000000,4.000000,6.000000,5.000000,5.000000,8.000000,6.000000,10.000000,4.660000,7.430000,9.670000,8.090000,7.050000,9.000000,9.000000,0.000000,40705.766230,65342776.000000,0.000000,0.000000,19.832192,2.190640,5.000000,2.117487,,,,26.950000,6620.731000,,4.866690,,50.799999,1.840716,20.600801,23.748947,78.584000,3850.290627,82.114634,53735.000000,12.700000,0.483645,6.500000,2.800000,-2.941341,43807.475900,95.756607,57.063900,1.000000,,,4.594267,,0.753168
France,FRA,2012,4.220000,7.160000,9.660000,7.940000,7.120000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,3.000000,3.000000,4.000000,6.000000,5.000000,5.000000,8.000000,6.000000,10.000000,4.440000,7.260000,9.630000,7.990000,7.120000,9.000000,9.000000,0.000000,43807.475900,65639975.000000,0.000000,0.000000,19.691585,2.230290,5.000000,1.955686,9.000000,3.850000,2.000000,26.840000,7523.839000,,4.760585,,50.599998,1.818997,21.428568,25.412603,78.820000,3844.155227,81.968293,53857.000000,12.600000,0.453799,6.500000,2.800000,1.965657,40850.352370,96.658958,58.304901,1.000000,,,4.489049,,0.498094
France,FRA,2013,4.070000,7.030000,9.750000,7.830000,6.950000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,3.000000,3.000000,4.000000,6.000000,5.000000,5.000000,8.000000,6.000000,10.000000,4.220000,7.160000,9.660000,7.940000,7.120000,9.000000,9.000000,0.000000,40850.352370,65925498.000000,0.000000,0.000000,19.747015,2.228110,5.000000,0.863607,,,,,7074.295000,,,,50.099998,1.599888,,25.839246,79.055000,3826.847224,81.968293,54107.000000,12.300000,0.434040,6.500000,3.000000,2.079229,42627.652440,97.465408,59.517719,1.000000,,,3.932465,,0.472474
Gabon,GAB,1980,4.940000,3.940000,4.090000,4.280000,5.160000,-9.000000,0.000000,0.000000,0.000000,0.000000,9.000000,2.000000,1.000000,4.000000,1.000000,4.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,729165.000000,19.885760,76.224174,,,,12.340359,,,,,1525.352000,17.748912,,12.500000,,,,,54.682000,1884.533679,54.946902,,38.146000,2.446279,,,-24.049206,5869.231153,,3.233460,0.000000,,,87.945322,,0.868400
Gabon,GAB,1985,5.930000,4.460000,6.200000,4.900000,5.490000,-9.000000,0.000000,0.000000,0.000000,0.000000,9.000000,2.000000,1.000000,4.000000,1.000000,4.000000,1.000000,3.000000,1.000000,1.000000,4.940000,3.940000,4.090000,4.280000,5.160000,-9.000000,0.000000,9.000000,5869.231153,830091.000000,0.000000,73.184747,,,,7.354926,,,,,1453.175000,11.618839,,12.666667,,,,,62.402000,1638.255324,59.094268,,38.152000,2.686437,,,5.608241,4023.552550,,,0.000000,,,,,0.197602
Gabon,GAB,1990,6.080000,4.960000,5.430000,5.330000,5.780000,-88.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.930000,4.460000,6.200000,4.900000,5.490000,-9.000000,0.000000,9.000000,4023.552550,952269.000000,147.136996,137.807699,,,,7.725322,,,,,1588.188000,6.394390,,12.500000,,,,,69.143000,1240.621085,61.240146,,37.113000,2.727378,,,12.845353,6250.643217,,5.350150,0.000000,,,,,0.099110
Gabon,GAB,1995,5.540000,5.470000,5.440000,5.200000,5.520000,-4.000000,0.000000,0.000000,5.000000,0.000000,4.000000,2.000000,0.000000,0.000000,2.000000,3.000000,2.000000,5.000000,2.000000,3.000000,6.080000,4.960000,5.430000,5.330000,5.780000,-88.000000,0.000000,0.000000,6250.643217,1086449.000000,88.867494,132.118489,,,,9.646531,,,,,1552.967000,15.307981,,16.000000,49.900002,,,,75.358000,1234.477642,60.829146,,35.352000,2.594368,,,3.946555,4564.269382,,,0.000000,,,,,0.744179
Gabon,GAB,2000,7.610000,4.370000,5.810000,5.360000,5.940000,-4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,2.000000,0.000000,0.000000,2.000000,3.000000,2.000000,5.000000,2.000000,3.000000,5.540000,5.470000,5.440000,5.200000,5.520000,-4.000000,0.000000,4.000000,4564.269382,1231548.000000,87.243859,9.467759,,,,0.504920,,,,,1630.303000,9.935168,,22.000000,47.799999,,,5.194286,80.082000,1194.130476,59.339488,,33.220000,2.394238,,,3.477834,4115.036784,,,0.000000,,,83.325529,,0.408596
Gabon,GAB,2001,5.950000,4.370000,5.750000,5.390000,6.480000,-4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,2.000000,0.000000,0.000000,2.000000,3.000000,2.000000,5.000000,2.000000,3.000000,7.610000,4.370000,5.810000,5.360000,5.940000,-4.000000,0.000000,4.000000,4115.036784,1260435.000000,73.517476,6.767505,51.974170,,,2.137621,,,,,1537.977000,16.216059,,20.666667,47.599998,6.693048,,2.631713,80.850000,1252.477914,59.116707,,32.834000,2.318498,,,-8.932623,3981.858786,,8.209710,0.000000,,,82.950393,,0.269417
Gabon,GAB,2002,5.980000,4.370000,5.430000,5.400000,6.490000,-4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,2.000000,0.000000,0.000000,2.000000,3.000000,2.000000,5.000000,2.000000,3.000000,5.950000,4.370000,5.750000,5.390000,6.480000,-4.000000,0.000000,4.000000,3981.858786,1289192.000000,67.092411,55.585204,51.472127,,,0.036683,,,,,1442.117000,15.289030,,18.000000,47.400002,6.248433,,4.422447,81.565000,1229.364594,59.002805,,32.494000,2.255877,,,-1.882966,4119.154596,,,0.000000,,,83.817936,,0.092046
Gabon,GAB,2003,6.210000,4.330000,5.570000,5.400000,6.480000,-4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,2.000000,0.000000,0.000000,2.000000,3.000000,2.000000,5.000000,2.000000,3.000000,5.980000,4.370000,5.430000,5.400000,6.490000,-4.000000,0.000000,4.000000,4119.154596,1318093.000000,60.325030,-8.019161,51.207712,,,2.235353,,,,,1588.093000,11.011048,,18.000000,47.200001,6.536089,,4.780240,82.230000,1213.474315,59.019073,,32.208000,2.217033,,,2.135233,4929.322637,,8.530600,0.000000,,,17.594056,,0.009196
Gabon,GAB,2004,6.240000,4.340000,5.700000,5.400000,7.290000,-4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,2.000000,0.000000,0.000000,2.000000,3.000000,2.000000,5.000000,2.000000,3.000000,6.210000,4.330000,5.570000,5.400000,6.480000,-4.000000,0.000000,4.000000,4929.322637,1347524.000000,90.416200,29.587599,55.226834,,,0.408205,,,,,1604.262000,5.588345,,18.000000,47.000000,5.862874,,13.798118,82.847000,1216.341230,59.173780,,31.975000,2.208284,,,-0.249033,5755.959504,,,0.000000,,,76.183911,,0.551697
Gabon,GAB,2005,5.770000,4.350000,5.850000,5.840000,7.270000,-4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,2.000000,0.000000,0.000000,2.000000,3.000000,2.000000,5.000000,2.000000,3.000000,6.240000,4.340000,5.700000,5.400000,7.290000,-4.000000,0.000000,4.000000,5755.959504,1377777.000000,64.037939,43.860509,61.473780,,8.000000,3.708333,,,,33.150000,1599.733000,3.442270,,17.666667,46.799999,5.094556,,10.902539,83.421000,1250.756835,59.468049,,31.798000,2.220250,57.000000,24.200001,2.247330,6865.323497,,,0.000000,,,84.043341,,0.363624
Gabon,GAB,2006,5.890000,4.950000,6.030000,5.890000,7.300000,-4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,2.000000,0.000000,0.000000,2.000000,3.000000,2.000000,5.000000,2.000000,3.000000,5.770000,4.350000,5.850000,5.840000,7.270000,-4.000000,0.000000,4.000000,6865.323497,1408920.000000,55.444596,20.618630,60.581929,,8.000000,-1.409401,,,,,1583.671000,,,15.333333,46.900002,5.179091,,32.055597,83.952000,1263.524544,59.887073,,31.673000,2.235212,57.000000,,0.689543,7206.968408,,,0.000000,,,85.611784,,0.436366
Gabon,GAB,2007,6.190000,4.310000,5.960000,5.860000,7.250000,-4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,2.000000,0.000000,0.000000,2.000000,3.000000,2.000000,5.000000,2.000000,3.000000,5.890000,4.950000,6.030000,5.890000,7.300000,-4.000000,0.000000,4.000000,7206.968408,1440902.000000,32.588615,35.491657,59.581934,0.416330,8.000000,5.030319,,2.100000,,,1665.852000,,,15.000000,46.900002,5.300878,,18.212661,84.443000,1281.681891,60.392780,,31.582000,2.244585,57.000000,,3.900705,8632.756951,,,0.000000,,,83.413769,,0.999166
Gabon,GAB,2008,6.180000,4.310000,6.080000,5.850000,7.350000,-4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,2.000000,0.000000,0.000000,2.000000,3.000000,2.000000,5.000000,2.000000,3.000000,6.190000,4.310000,5.960000,5.860000,7.250000,-4.000000,0.000000,4.000000,8632.756951,1473741.000000,14.728504,42.103735,63.558645,0.510900,8.000000,5.264301,,,,,1603.448000,,,,47.000000,4.454577,,17.401723,84.896000,1289.600411,60.949195,,31.504000,2.253476,57.000000,,-3.634637,10523.270250,,,0.000000,,,89.172255,,0.986831
Gabon,GAB,2009,5.860000,4.350000,5.680000,6.050000,7.600000,3.000000,0.000000,0.000000,0.000000,4.000000,1.000000,2.000000,2.000000,4.000000,4.000000,3.000000,3.000000,7.000000,4.000000,6.000000,6.180000,4.310000,6.080000,5.850000,7.350000,-4.000000,0.000000,4.000000,10523.270250,1507428.000000,152.585065,51.219693,53.112649,0.575080,8.000000,1.885708,,,,,1657.623000,,,,47.099998,5.422030,,2.997717,85.313000,1324.567409,61.531463,,31.418000,2.260082,57.000000,,6.486620,8061.569276,,,0.000000,41.800000,,83.134838,,0.669565
Gabon,GAB,2010,5.730000,4.350000,5.650000,6.050000,7.490000,3.000000,0.000000,0.000000,0.000000,4.000000,1.000000,2.000000,2.000000,4.000000,4.000000,3.000000,3.000000,7.000000,4.000000,6.000000,5.860000,4.350000,5.680000,6.050000,7.600000,3.000000,4.000000,1.000000,8061.569276,1541936.000000,146.537859,67.447676,60.292820,,8.000000,1.461544,13.010000,2.410000,4.280000,,1686.769000,,,,47.900002,4.276191,,,85.697000,1370.617198,62.120829,,31.299000,2.263388,57.000000,,-3.030192,9312.049463,,,0.000000,,,,,0.381373
Gabon,GAB,2011,5.730000,4.600000,5.420000,6.140000,6.800000,3.000000,0.000000,0.000000,0.000000,4.000000,1.000000,2.000000,2.000000,4.000000,4.000000,3.000000,3.000000,7.000000,4.000000,6.000000,5.730000,4.350000,5.650000,6.050000,7.490000,3.000000,4.000000,1.000000,9312.049463,1577298.000000,142.810046,45.996381,66.292949,,8.000000,1.269343,,,,,1698.020000,,,,48.000000,3.737386,,,86.047000,1380.061345,62.705098,,31.122000,2.267449,57.000000,,-1.195860,11530.147200,,,0.000000,,,,,0.728240
Gabon,GAB,2012,5.730000,4.210000,5.480000,6.230000,6.840000,3.000000,0.000000,0.000000,0.000000,4.000000,1.000000,2.000000,2.000000,4.000000,4.000000,3.000000,3.000000,7.000000,4.000000,6.000000,5.730000,4.600000,5.420000,6.140000,6.800000,3.000000,4.000000,1.000000,11530.147200,1613489.000000,139.756763,45.367523,64.112184,,8.000000,2.661784,,2.340000,,,1685.103000,,,,48.299999,3.655152,,,86.367000,1371.065436,63.280732,,30.875000,2.268566,57.000000,,9.135592,10642.432250,,,0.000000,,,,,0.532043
Gabon,GAB,2013,5.730000,4.000000,5.480000,6.320000,7.060000,3.000000,0.000000,0.000000,0.000000,4.000000,1.000000,2.000000,2.000000,4.000000,4.000000,3.000000,3.000000,7.000000,4.000000,6.000000,5.730000,4.210000,5.480000,6.230000,6.840000,3.000000,4.000000,1.000000,10642.432250,1650351.000000,136.909058,55.061014,61.665280,,7.000000,0.480143,,,,,1690.804000,,,,48.500000,3.626467,,,86.658000,,63.843585,,30.555000,2.258908,50.000000,,7.091753,10658.772730,,,0.000000,,,,,0.044165
United Kingdom,GBR,1970,3.560000,8.030000,5.990000,4.690000,7.410000,10.000000,0.000000,0.000000,0.000000,10.000000,0.000000,3.000000,3.000000,4.000000,7.000000,5.000000,5.000000,8.000000,7.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,55663250.000000,0.000000,0.000000,,,,,,,,,3568.945000,,,7.250000,,,,,77.117000,3684.952352,71.973171,,16.200000,0.398722,,,3.984738,2347.544318,,,0.000000,,,2.565642,,0.285356
United Kingdom,GBR,1975,3.000000,8.350000,5.080000,6.940000,6.920000,10.000000,0.000000,0.000000,0.000000,10.000000,0.000000,3.000000,3.000000,4.000000,7.000000,5.000000,5.000000,8.000000,7.000000,10.000000,3.560000,8.030000,5.990000,4.690000,7.410000,10.000000,10.000000,0.000000,2347.544318,56225800.000000,0.000000,0.000000,,,,,,,,,3812.408000,,,10.467692,,,,,77.683000,3545.817134,72.724390,,12.400000,-0.007423,,,6.538229,4299.745618,76.244520,18.207170,1.000000,,,4.118184,,0.972394
United Kingdom,GBR,1980,3.940000,7.050000,5.960000,9.630000,7.000000,10.000000,0.000000,0.000000,0.000000,10.000000,0.000000,3.000000,3.000000,4.000000,7.000000,5.000000,5.000000,8.000000,7.000000,10.000000,3.000000,8.350000,5.080000,6.940000,6.920000,10.000000,10.000000,0.000000,4299.745618,56314216.000000,0.000000,0.000000,,,,,,,,,4944.151000,,,16.312683,,,,,78.481000,3523.648842,73.675610,29135.000000,13.400000,0.119517,,2.600000,4.130616,10032.062080,,18.652630,1.000000,,,13.029629,,0.030275
United Kingdom,GBR,1985,4.610000,6.650000,9.350000,9.680000,8.250000,10.000000,0.000000,0.000000,0.000000,10.000000,0.000000,3.000000,3.000000,4.000000,7.000000,5.000000,5.000000,8.000000,7.000000,10.000000,3.940000,7.050000,5.960000,9.630000,7.000000,10.000000,10.000000,0.000000,10032.062080,56550268.000000,0.000000,0.000000,,,,,,,,,5592.141000,,,12.252983,,,,,78.390000,3550.783791,74.629268,32762.000000,13.300000,0.226951,,2.500000,4.202240,8652.216542,,21.306670,1.000000,,,21.434787,,0.826968
United Kingdom,GBR,1990,5.650000,7.730000,9.480000,9.470000,8.590000,10.000000,0.000000,0.000000,0.000000,10.000000,0.000000,3.000000,3.000000,4.000000,7.000000,5.000000,5.000000,8.000000,7.000000,10.000000,4.610000,6.650000,9.350000,9.680000,8.250000,10.000000,10.000000,0.000000,8652.216542,57247586.000000,0.000000,0.000000,31.594491,,,6.972683,,,,,6170.946000,,,14.768117,,1.477654,,23.609371,78.140000,3597.022536,75.880488,35140.000000,13.900000,0.298931,,2.100000,5.934067,19095.467000,77.864930,26.624270,1.000000,,,7.604910,,0.845740
United Kingdom,GBR,1995,5.420000,8.840000,9.600000,9.030000,8.140000,10.000000,0.000000,0.000000,0.000000,10.000000,0.000000,3.000000,3.000000,4.000000,7.000000,5.000000,5.000000,8.000000,7.000000,10.000000,5.650000,7.730000,9.480000,9.470000,8.590000,10.000000,10.000000,0.000000,19095.467000,58019030.000000,0.000000,0.000000,30.002468,,,2.656452,,,,,6872.742000,,7.325634,6.693675,56.000000,1.534376,24.616350,27.033045,78.353000,3728.418831,76.836585,39743.000000,12.600000,0.264547,,2.000000,2.645597,21330.276250,94.144030,47.917530,1.000000,,,6.223943,,0.349898
United Kingdom,GBR,2000,6.630000,9.290000,9.310000,9.420000,8.360000,10.000000,0.000000,0.000000,0.000000,10.000000,0.000000,3.000000,3.000000,4.000000,7.000000,5.000000,5.000000,8.000000,7.000000,10.000000,5.420000,8.840000,9.600000,9.030000,8.140000,10.000000,10.000000,0.000000,21330.276250,58892514.000000,0.000000,0.000000,27.056525,1.731100,,0.785269,,,,,7164.745000,,6.590730,5.963892,58.400002,0.917435,27.022348,32.353243,78.651000,3785.809093,77.741463,43546.000000,11.500000,0.357301,,1.400000,3.376468,26400.656440,94.382233,58.086842,1.000000,,,8.339555,,0.731028
United Kingdom,GBR,2001,6.360000,9.230000,9.520000,9.260000,8.010000,10.000000,0.000000,0.000000,0.000000,10.000000,0.000000,3.000000,3.000000,4.000000,7.000000,5.000000,5.000000,8.000000,7.000000,10.000000,6.630000,9.290000,9.310000,9.420000,8.360000,10.000000,10.000000,0.000000,26400.656440,59119673.000000,0.000000,0.000000,25.575164,1.721420,,1.235895,,,,,6291.742000,,6.553532,5.122375,58.599998,0.872153,27.015639,34.019200,78.751000,3784.944734,77.992683,44339.000000,11.300000,0.384976,,1.300000,3.112744,25980.220380,94.717232,58.875271,1.000000,,,8.081645,,0.394096
